"source_code_set","source_category","source_domain","source_code","source_concept_id","source_vocabulary_id","source_description","source_description_synonym","relationship_id","predicate_id","confidence","target_concept_id","target_concept_name","target_vocabulary_id","target_domain_id","author_label","reviewer_label","reviewer_comments","mapping_justification","mapping_tool","mapping_tool_version"
"HPO","HPO","Measurement","HP_0410288","37437539","HPO","Hyperamylasemia","","Maps to","skos:exactMatch","1","4077377","Serum amylase above reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410281","37437533","HPO","Dyspepsia","","Maps to","skos:exactMatch","1","439418","Indigestion","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410278","37437530","HPO","Pituitary gland cyst","","Maps to","skos:exactMatch","1","4028799","Pituitary cyst","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410270","37437522","HPO","Esophageal hemangioma","","Maps to","skos:exactMatch","1","37162586","Benign hemangioma of esophagus","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410268","37437520","HPO","Spleen hemangioma","","Maps to","skos:exactMatch","1","4246666","Hemangioma of spleen","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410264","37437516","HPO","Subglottic hemangioma","","Maps to","skos:exactMatch","1","605233","Infantile hemangioma of subglottis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410263","37437515","HPO","Brain imaging abnormality","","Maps to","skos:exactMatch","1","40484908","Imaging of brain abnormal","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410260","37437512","HPO","Asymmetrical gluteal crease","","Maps to","skos:exactMatch","1","4097010","Buttock crease asymmetrical","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410255","37437507","HPO","Transient neutropenia","","Maps to","skos:exactMatch","1","439149","Transient neonatal neutropenia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410253","37437505","HPO","Myeloid maturation arrest","","Maps to","skos:exactMatch","1","4032960","Hematopoietic maturation arrest","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410198","37437451","HPO","Decreased uridine diphosphate glucose-4-epimerase level in red blood cells","","Maps to","skos:exactMatch","1","4229134","Galactose epimerase deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410195","37437448","HPO","Decreased uridine diphosphate glucose-4-epimerase level in plasma","","Maps to","skos:exactMatch","1","4229134","Galactose epimerase deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410190","37437444","HPO","Decreased glucose-6-phosphate dehydrogenase level in leukocytes","","Maps to","skos:exactMatch","1","4121286","Leukocyte glucose-6-phosphate dehydrogenase deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0410171","37437424","HPO","Increased cotinine level","","Maps to","skos:exactMatch","1","4036174","Cortisone level above reference range","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410151","37437413","HPO","Eosinophilic infiltration of the esophagus","","Maps to","skos:exactMatch","1","27918","Eosinophilic esophagitis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410149","37437412","HPO","Drug-induced anaphylaxis","","Maps to","skos:exactMatch","1","4084168","Drug-induced anaphylaxis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410148","37437411","HPO","Idiopathic anaphylaxis","","Maps to","skos:exactMatch","1","4084639","Idiopathic anaphylaxis","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410147","37437410","HPO","Eosinophilic infiltration in the stomach mucosa","","Maps to","skos:exactMatch","1","195309","Eosinophilic gastritis","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410145","37437408","HPO","Decreased circulating biotinidase concentration","","Maps to","skos:exactMatch","1","4338534","Biotinidase deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410139","37437406","HPO","Exercise induced anaphylaxis","","Maps to","skos:exactMatch","1","4083995","Exercise anaphylaxis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410138","37437405","HPO","Vibratory urticaria","","Maps to","skos:exactMatch","1","139100","Vibratory urticaria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410137","37437404","HPO","Solar urticaria","","Maps to","skos:exactMatch","1","4014199","Solar urticaria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410136","37437403","HPO","Aquagenic urticaria","","Maps to","skos:exactMatch","1","4231711","Aquagenic urticaria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410135","37437402","HPO","Cold urticaria","","Maps to","skos:exactMatch","1","132707","Urticaria caused by cold","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410134","37437401","HPO","Physical urticaria","","Maps to","skos:exactMatch","1","4297810","Physical urticaria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410133","37437400","HPO","Chronic idiopathic urticaria","","Maps to","skos:exactMatch","1","4199697","Chronic idiopathic urticaria","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410054","37437378","HPO","Decreased circulating GABA concentration","","Maps to","skos:exactMatch","1","4029100","Gamma-aminobutyric acid transaminase deficiency","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410030","37437367","HPO","Cleft lip","","Maps to","skos:exactMatch","1","133861","Cleft lip","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410028","37437366","HPO","Recurrent oral herpes","","Maps to","skos:exactMatch","1","4122758","Recurrent oral herpes simplex infection","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410027","37437365","HPO","Alveolar bone loss around teeth","","Maps to","skos:exactMatch","1","4003518","Alveolar bone loss","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410020","37437360","HPO","Fish odor","","Maps to","skos:exactMatch","1","4029731","Trimethylaminuria","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410019","37437359","HPO","Epigastric pain","","Maps to","skos:exactMatch","1","197381","Epigastric pain","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410017","37437357","HPO","Otitis externa","","Maps to","skos:exactMatch","1","380731","Otitis externa","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410008","37437348","HPO","Abnormality of the peripheral nervous system","","Maps to","skos:exactMatch","1","4175154","Disorder of the peripheral nervous system","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0410005","37437346","HPO","Cleft hard palate","","Maps to","skos:exactMatch","1","40492466","Cleft of hard palate","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0400008","37437344","HPO","Menometrorrhagia","","Maps to","skos:exactMatch","1","4151132","Menometrorrhagia","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0400007","37437343","HPO","Polymenorrhea","","Maps to","skos:exactMatch","1","4202828","Polymenorrhea","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0400005","37437342","HPO","Short ear","","Maps to","skos:exactMatch","1","619723","Congenital short ear","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0400000","37437337","HPO","Tall chin","","Maps to","skos:exactMatch","1","43020650","Long lower third of face","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200151","37437330","HPO","Cutaneous mastocytosis","","Maps to","skos:exactMatch","1","4246283","Cutaneous mastocytosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Measurement","HP_0200149","37437328","HPO","CSF lymphocytic pleiocytosis","","Maps to","skos:exactMatch","1","4043258","Cerebrospinal fluid lymphocytosis","SNOMED","Measurement","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200141","37437323","HPO","Small, conical teeth","","Maps to","skos:exactMatch","1","4105614","Peg-shaped teeth","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200138","37437322","HPO","Bilateral choanal atresia/stenosis","","Maps to","skos:exactMatch","1","619227","Bilateral choanal atresia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200136","37437321","HPO","Oral-pharyngeal dysphagia","","Maps to","skos:exactMatch","1","440530","Oropharyngeal dysphagia","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200134","37437320","HPO","Epileptic encephalopathy","","Maps to","skos:exactMatch","1","36716897","Epileptic encephalopathy","SNOMED","Condition","Tiffany J. Callahan","Polina Talapova","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200123","37437314","HPO","Chronic hepatitis","","Maps to","skos:exactMatch","1","200763","Chronic hepatitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200120","37437312","HPO","Chronic active hepatitis","","Maps to","skos:exactMatch","1","4026125","Chronic active hepatitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200119","37437311","HPO","Acute hepatitis","","Maps to","skos:exactMatch","1","4243475","Acute hepatitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200114","37437307","HPO","Metabolic alkalosis","","Maps to","skos:exactMatch","1","4030381","Metabolic alkalosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200097","37437295","HPO","Oral mucosal blisters","","Maps to","skos:exactMatch","1","4086219","Traumatic blister of mouth","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200084","37437291","HPO","Giant cell hepatitis","","Maps to","skos:exactMatch","1","4320490","Neonatal hepatitis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200067","37437284","HPO","Recurrent spontaneous abortion","","Maps to","skos:exactMatch","1","4011615","Recurrent miscarriage","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200065","37437282","HPO","Chorioretinal degeneration","","Maps to","skos:exactMatch","1","4082291","Chorioretinal degeneration","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200063","37437280","HPO","Colorectal polyposis","","Maps to","skos:exactMatch","1","4164337","Polyp of large intestine","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200058","37437278","HPO","Angiosarcoma","","Maps to","skos:exactMatch","1","4297200","Angiosarcoma","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200057","37437277","HPO","Marcus Gunn pupil","","Maps to","skos:exactMatch","1","4335599","Relative afferent pupillary defect","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0200056","37437276","HPO","Macular scar","","Maps to","skos:exactMatch","1","372907","Scarred macula","SNOMED","Observation","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200055","37437275","HPO","Small hand","","Maps to","skos:exactMatch","1","4185820","Small hand","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200048","37437270","HPO","Cyanotic episode","","Maps to","skos:exactMatch","1","4201102","Cyanotic attack","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200047","37437269","HPO","Chondritis of pinna","","Maps to","skos:exactMatch","1","136710","Perichondritis of pinna","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Observation","HP_0200046","37437268","HPO","Cat cry","","Maps to","skos:exactMatch","1","4175347","Cri du chat","SNOMED","Observation","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200044","37437267","HPO","Porokeratosis","","Maps to","skos:exactMatch","1","4266206","Porokeratosis","SNOMED","Condition","Alexander Davydov","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
"HPO","HPO","Condition","HP_0200043","37437266","HPO","Verrucae","","Maps to","skos:exactMatch","1","1245180","Viral wart","SNOMED","Condition","Polina Talapova","Tetiana Nesmiian","","semapv:ManualMappingCuration","",""
